scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,risk_adjusted_return,expense_efficiency,return_consistency,sip_type,returns_3yr_score,returns_5yr_score,sharpe_score,alpha_score,expense_ratio_score,beta_score,return_score,alpha_beta_score,final_score,rank
Axis Midcap Fund,500,500,0.57,18920.0,10,Shreyash Devalkar,2.98,-2.25,15.37,0.81,1.4,6,Axis Mutual Fund,5,Equity,Mid Cap Mutual Funds,-2.5,25.2,15.8,4.2,24.63,12.833333333333334,Affordable SIP,0.3215859030837004,0.728937728937729,0.511520737327189,0.27364532019704435,0.7799227799227799,0.1146341463414634,0.5252618160107148,0.21004085065481198,0.5388956964486404,87.0
Axis Regular Saver Fund,1000,500,0.86,407.0,10,Devang Shah,2.42,1.34,4.69,0.71,1.37,4,Axis Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,1.8,10.9,7.0,2.725,10.040000000000001,6.566666666666667,High SIP,0.11160058737151249,0.4065934065934066,0.5046082949308756,0.36206896551724144,0.667953667953668,0.11734417344173442,0.2590969969824595,0.2641790486870386,0.41117573207063174,495.0
Axis Short Term Fund,1000,5000,0.3,7096.0,10,Devang Shah,2.78,4.6,1.61,1.78,1.38,3,Axis Mutual Fund,4,Debt,Short Duration Funds,4.9,6.9,7.4,2.3000000000000003,6.6000000000000005,6.400000000000001,High SIP,0.052863436123348026,0.4212454212454213,0.5069124423963133,0.4423645320197045,0.8841698841698842,0.08834688346883468,0.23705442868438467,0.3007574725993566,0.4623603518853911,276.0
Axis Small Cap Fund,500,500,0.54,11462.0,9,Anupam Tiwari,3.9,8.34,14.71,0.66,2.06,6,Axis Mutual Fund,5,Equity,Small Cap Mutual Funds,3.4,34.5,19.4,5.75,33.96,19.099999999999998,Affordable SIP,0.45814977973568277,0.8608058608058609,0.663594470046083,0.5344827586206897,0.7915057915057915,0.11869918699186988,0.6594778202707718,0.3681693299691618,0.6496118694893475,12.0
Axis Strategic Bond Fund,1000,5000,0.39,1644.0,10,Devang Shah,2.27,2.56,1.89,0.7,1.46,4,Axis Mutual Fund,4,Debt,Medium Duration Funds,5.2,7.4,7.4,1.85,7.010000000000001,6.666666666666667,High SIP,0.06020558002936857,0.4212454212454213,0.5253456221198156,0.3921182266009853,0.8494208494208494,0.11761517615176154,0.24072550063739495,0.28231700642129576,0.4560620879973278,297.0
Axis Treasury Advantage Fund,1000,5000,0.29,4614.0,10,Devang Shah,3.73,3.09,0.87,1.17,1.75,2,Axis Mutual Fund,4,Debt,Low Duration Funds,5.3,5.9,6.6,2.95,5.61,5.933333333333333,High SIP,0.03817914831130691,0.39194139194139194,0.5921658986175115,0.4051724137931035,0.888030888030888,0.10487804878048779,0.21506027012634943,0.2850546677880572,0.4692232099499727,257.0
Axis Triple Advantage Fund,1000,500,0.72,1478.0,10,R Sivakumar,2.35,-2.21,13.44,0.91,1.08,6,Axis Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,-5.1,18.1,10.4,3.016666666666667,17.380000000000003,7.800000000000001,High SIP,0.21732745961820849,0.5311355311355311,0.4377880184331797,0.2746305418719212,0.722007722007722,0.11192411924119239,0.37423149537686984,0.20954797281962967,0.44918432826225885,319.0
Bandhan Asset Allocation Fof – Moderate – Direct Growth,100,1000,0.42,16.0,10,Sachin Relekar,2.27,0.73,6.59,0.43,1.31,5,Bandhan Mutual Fund,0,Other,Fofs Domestic,1.3,12.7,6.9,2.54,12.28,6.966666666666666,Affordable SIP,0.13803230543318645,0.40293040293040294,0.4907834101382489,0.3470443349753695,0.8378378378378378,0.12493224932249325,0.2704813541817947,0.258199500714219,0.45453860826695996,302.0
Bank Of India Balanced Advantage Fund,1000,5000,2.07,90.0,9,Alok Singh,1.81,-1.05,11.04,0.54,0.81,6,Bank Of India Mutual Fund,2,Hybrid,Dynamic Asset Allocation Or Balanced Advantage,13.6,12.1,5.1,2.0166666666666666,10.03,10.266666666666666,High SIP,0.1292217327459618,0.336996336996337,0.37557603686635943,0.3032019704433498,0.20077220077220082,0.12195121951219512,0.23310903487114942,0.23070167007088793,0.253157122025415,644.0
Bank Of India Conservative Hybrid Fund,1000,10000,2.2,63.0,10,Alok Singh,4.71,6.44,11.85,0.64,0.93,3,Bank Of India Mutual Fund,4,Hybrid,Conservative Hybrid Mutual Funds,22.3,15.5,6.4,5.166666666666667,13.3,14.733333333333333,High SIP,0.1791483113069016,0.38461538461538464,0.4032258064516129,0.4876847290640395,0.1505791505791505,0.1192411924119241,0.28188184796114313,0.34030731440319334,0.28208878528004644,641.0
Bank Of India Credit Risk Fund,0,5000,1.54,161.0,8,Alok Singh,0.91,-13.36,77.72,-31.86,0.38,4,Bank Of India Mutual Fund,5,Debt,Credit Risk Funds,130.8,12.8,-4.1,3.2,11.260000000000002,46.50000000000001,Affordable SIP,0.1395007342143906,0.0,0.27649769585253453,0.0,0.4054054054054054,1.0,0.0697503671071953,0.4,0.24455103736473638,645.0
Bank Of India Large & Mid Cap Equity Fund,1000,5000,1.89,204.0,10,Nitin Gosar,2.66,1.7,15.55,0.88,1.4,6,Bank Of India Mutual Fund,2,Equity,Large & Mid Cap Funds,2.7,25.6,9.5,4.266666666666667,23.71,12.6,High SIP,0.3274596182085169,0.4981684981684982,0.511520737327189,0.37093596059113304,0.2702702702702703,0.11273712737127373,0.4128140581885075,0.26765642730318934,0.3751458024038868,586.0
Bank Of India Liquid Fund,0,5000,0.18,403.0,10,Mithraem Bharucha,4.06,1.38,0.38,0.76,0.92,2,Bank Of India Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.3,5.3,2.15,4.12,5.1000000000000005,Affordable SIP,0.014684287812041119,0.3443223443223443,0.4009216589861751,0.36305418719211824,0.9305019305019305,0.11598915989159897,0.17950331606719272,0.26422817627191053,0.42424536729038137,439.0
Bank Of India Manufacturing & Infrastr Fund,1000,5000,1.55,87.0,10,Nitin Gosar,3.23,12.2,16.3,0.54,1.8,6,Bank Of India Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,7.6,35.4,11.5,5.8999999999999995,33.85,18.166666666666668,High SIP,0.47136563876651977,0.5714285714285714,0.6036866359447005,0.6295566502463055,0.4015444015444015,0.12195121951219512,0.5213971050975456,0.4265144779526613,0.4936594413069579,170.0
Bank Of India Mid & Small Cap Equity & Debt Fund,1000,5000,1.92,380.0,7,Alok Singh,2.56,10.87,15.51,0.75,1.59,6,Bank Of India Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,-0.3,29.3,10.4,4.883333333333334,27.380000000000003,13.133333333333333,High SIP,0.381791483113069,0.5311355311355311,0.5552995391705069,0.5967980295566503,0.2586872586872587,0.11626016260162597,0.45646350712430006,0.40458288277464055,0.41900455777183215,460.0
Bank Of India Midcap Tax Fund,0,500,0.95,51.0,5,Dhruv Bhatia,2.64,3.13,17.03,0.87,1.38,6,Bank Of India Mutual Fund,0,Equity,Elss Mutual Funds,-4.1,27.1,10.6,4.516666666666667,26.150000000000002,11.200000000000001,Affordable SIP,0.34948604992657856,0.5384615384615384,0.5069124423963133,0.40615763546798034,0.6332046332046333,0.11300813008130084,0.44397379419405847,0.28889783331330854,0.4806078394550407,222.0
Bank Of India Short Term Income – Direct Growth,1000,5000,0.98,72.0,10,Mithraem Bharucha,0.76,3.58,11.44,-0.99,0.43,2,Bank Of India Mutual Fund,5,Debt,Short Duration Funds,28.3,8.8,4.0,4.4,7.82,13.700000000000001,High SIP,0.08076358296622616,0.2967032967032967,0.2880184331797235,0.4172413793103449,0.6216216216216216,0.1634146341463415,0.18873343983476143,0.3157106812447435,0.3358590701619662,623.0
Bank Of India Tax Advantage Fund,500,500,1.31,676.0,10,Alok Singh,2.88,3.48,16.3,0.89,1.5,6,Bank Of India Mutual Fund,4,Equity,Elss Mutual Funds,0.9,29.0,13.2,4.833333333333333,27.69,14.366666666666665,Affordable SIP,0.3773861967694566,0.6336996336996337,0.5345622119815668,0.41477832512315277,0.4942084942084942,0.11246612466124661,0.5055429152345452,0.2938534449383903,0.4767597487830136,234.0
Bank Of India Ultra Short Duration Fund,1000,5000,0.36,118.0,10,Mithraem Bharucha,2.16,2.06,0.52,1.12,1.07,3,Bank Of India Mutual Fund,2,Debt,Ultra Short Duration Funds,5.2,4.7,5.7,1.5666666666666667,4.34,5.2,High SIP,0.02055800293685757,0.358974358974359,0.43548387096774194,0.37980295566502464,0.8610038610038611,0.10623306233062335,0.18976618095560827,0.2703749983312641,0.4188104615764466,461.0
Baroda Bnp Paribas Aggressive Hybrid Fund,300,5000,0.61,772.0,6,Jitendra Sriram,2.79,1.88,11.77,0.79,1.39,6,Baroda Bnp Paribas Mutual Fund,5,Hybrid,Aggressive Hybrid Mutual Funds,3.5,20.6,13.3,3.4333333333333336,19.990000000000002,12.466666666666669,Affordable SIP,0.2540381791483113,0.6373626373626374,0.5092165898617511,0.37536945812807887,0.7644787644787645,0.11517615176151763,0.44570040825547436,0.2712921355814544,0.5119369927314493,136.0
Baroda Bnp Paribas Arbitrage Fund,300,5000,0.49,354.0,6,Neeraj Saxena,0.99,1.39,0.71,0.59,0.85,1,Baroda Bnp Paribas Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.2,4.6,5.6,4.6,4.109999999999999,5.133333333333334,Affordable SIP,0.019089574155653447,0.35531135531135527,0.38479262672811054,0.36330049261083747,0.8108108108108107,0.12059620596205967,0.18720046473350435,0.2662187779513263,0.3944742306344255,541.0
Baroda Bnp Paribas Banking&Fin Serv Fund,500,5000,1.63,69.0,10,Miten Vora,1.77,-2.87,22.87,0.89,0.82,6,Baroda Bnp Paribas Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,6.6,19.2,9.1,3.1999999999999997,17.57,11.633333333333333,Affordable SIP,0.23348017621145373,0.48351648351648346,0.3778801843317972,0.2583743842364532,0.3706563706563707,0.11246612466124661,0.35849832986396857,0.20001108040637056,0.3416411235369951,618.0
Baroda Bnp Paribas Conservative Hybrid Fund,300,1000,0.78,501.0,10,Pratish Krishnan,2.74,0.64,3.7,0.58,1.29,4,Baroda Bnp Paribas Mutual Fund,4,Hybrid,Conservative Hybrid Mutual Funds,3.7,9.2,7.7,2.3,8.42,6.866666666666666,Affordable SIP,0.08663729809104256,0.43223443223443225,0.4861751152073732,0.3448275862068966,0.6988416988416988,0.12086720867208678,0.2594358651627374,0.25524343519297266,0.4140063090959402,486.0
Baroda Bnp Paribas Corporate Bond Fund,300,5000,0.32,17.0,10,Mayank Prakash,0.63,0.69,2.22,0.9,0.43,2,Baroda Bnp Paribas Mutual Fund,2,Debt,Corporate Bond Mutual Funds,2.8,5.6,4.4,2.8,5.279999999999999,4.266666666666667,Affordable SIP,0.033773861967694566,0.31135531135531136,0.2880184331797235,0.34605911330049266,0.8764478764478765,0.1121951219512195,0.17256458666150296,0.2525135167607834,0.3836185179266325,568.0
Baroda Bnp Paribas Credit Risk Fund,500,5000,0.78,179.0,8,Prashant Pimple,1.9,1.72,5.8,-3.29,1.06,4,Baroda Bnp Paribas Mutual Fund,5,Debt,Credit Risk Funds,5.7,10.9,7.6,2.725,10.120000000000001,8.066666666666668,Affordable SIP,0.11160058737151249,0.4285714285714286,0.43317972350230416,0.37142857142857144,0.6988416988416988,0.22574525745257457,0.27008600797147053,0.31315524583817267,0.4163540594751996,476.0
Baroda Bnp Paribas Dynamic Bond Fund,300,1000,0.71,115.0,10,Mayank Prakash,0.56,0.91,2.65,1.36,0.49,3,Baroda Bnp Paribas Mutual Fund,2,Debt,Dynamic Bond,5.2,5.7,6.6,1.9000000000000001,4.99,5.833333333333333,Affordable SIP,0.035242290748898675,0.39194139194139194,0.3018433179723502,0.3514778325123153,0.7258687258687259,0.09972899728997286,0.2135918413451453,0.2507782984233783,0.36488932636321636,599.0
Baroda Bnp Paribas Elss Fund,500,500,1.12,651.0,10,Sanjay Chawla,2.92,-0.94,14.42,0.83,1.29,6,Baroda Bnp Paribas Mutual Fund,3,Equity,Elss Mutual Funds,-2.4,20.4,10.5,3.4,19.279999999999998,9.5,Affordable SIP,0.25110132158590304,0.5347985347985348,0.4861751152073732,0.30591133004926113,0.5675675675675675,0.11409214092140918,0.3929499281922189,0.22918365439812036,0.4306844343699721,408.0
Baroda Bnp Paribas Focused Fund,300,5000,0.67,299.0,5,Sanjay Chawla,2.96,-1.21,14.73,0.85,1.27,6,Baroda Bnp Paribas Mutual Fund,3,Equity,Focused Funds,0.5,23.1,9.9,3.85,22.43,11.166666666666666,Affordable SIP,0.2907488986784141,0.5128205128205129,0.48156682027649766,0.2992610837438424,0.7413127413127413,0.11355013550135507,0.40178470574946346,0.22497670444684748,0.47610193735029743,238.0
Baroda Bnp Paribas Gilt Fund,500,5000,0.14,138.0,10,Mayank Prakash,0.34,0.07,2.89,0.66,0.28,3,Baroda Bnp Paribas Mutual Fund,2,Debt,Gilt Mutual Funds,3.7,4.9,6.8,1.6333333333333335,4.760000000000001,5.133333333333334,Affordable SIP,0.023494860499265788,0.3992673992673993,0.2534562211981567,0.3307881773399015,0.9459459459459459,0.11869918699186988,0.21138112988333255,0.24595258120068886,0.40862306985955416,501.0
Baroda Bnp Paribas Large Cap Fund,300,5000,0.94,1347.0,10,Jitendra Sriram,2.71,-0.18,14.57,0.86,1.32,6,Baroda Bnp Paribas Mutual Fund,4,Equity,Large Cap Mutual Funds,3.0,23.5,12.8,3.9166666666666665,22.56,13.1,Affordable SIP,0.2966226138032305,0.6190476190476191,0.4930875576036866,0.3246305418719212,0.6370656370656371,0.11327913279132795,0.4578351164254248,0.2400899782396839,0.47703146409326913,233.0
Baroda Bnp Paribas Liquid Fund,500,5000,0.19,6686.0,10,Vikram Pamnani,4.11,1.32,0.38,0.72,0.93,2,Baroda Bnp Paribas Mutual Fund,5,Debt,Liquid Mutual Funds,5.7,4.4,5.4,2.2,4.21,5.166666666666667,Affordable SIP,0.016152716593245242,0.34798534798534797,0.4032258064516129,0.361576354679803,0.9266409266409267,0.11707317073170731,0.1820690322892966,0.2637750811005647,0.42469926803135755,437.0
Baroda Bnp Paribas Low Duration Fund,300,5000,0.39,175.0,10,Mayank Prakash,2.55,3.17,0.96,1.28,1.51,3,Baroda Bnp Paribas Mutual Fund,3,Debt,Low Duration Funds,5.0,6.0,6.5,2.0,5.61,5.833333333333333,Affordable SIP,0.039647577092511016,0.3882783882783883,0.5368663594470046,0.4071428571428572,0.8494208494208494,0.10189701897018977,0.21396298268544967,0.2850445218737902,0.4480703555998617,329.0
Baroda Bnp Paribas Medium Duration Fund,300,5000,0.69,37.0,9,Mayank Prakash,0.42,0.42,2.34,1.16,0.32,3,Baroda Bnp Paribas Mutual Fund,2,Debt,Medium Duration Funds,3.9,5.0,3.5,1.6666666666666667,4.3100000000000005,4.133333333333334,Affordable SIP,0.024963289280469897,0.2783882783882784,0.2626728110599078,0.33940886699507394,0.7335907335907337,0.1051490514905149,0.15167578383437413,0.24570494079325034,0.3334583002624022,626.0
Baroda Bnp Paribas Mid Cap Fund,300,5000,0.59,1192.0,10,Shiv Chanani,3.35,1.31,15.92,0.86,1.67,6,Baroda Bnp Paribas Mutual Fund,3,Equity,Mid Cap Mutual Funds,2.4,30.6,13.6,5.1000000000000005,30.01,15.533333333333333,Affordable SIP,0.4008810572687224,0.6483516483516484,0.5737327188940092,0.3613300492610838,0.7722007722007722,0.11327913279132795,0.5246163528101854,0.26210968267318147,0.5569597303540463,58.0
Baroda Bnp Paribas Multi Cap Fund,500,5000,1.1,1628.0,10,Sanjay Chawla,3.05,2.11,16.27,0.9,1.44,6,Baroda Bnp Paribas Mutual Fund,2,Equity,Multi Cap Funds,-1.7,28.8,12.3,4.8,27.7,13.133333333333335,Affordable SIP,0.3744493392070484,0.6007326007326008,0.5207373271889401,0.38103448275862073,0.5752895752895753,0.1121951219512195,0.48759096996982465,0.27349873843566025,0.48403105801346075,207.0
Baroda Bnp Paribas Short Duration Fund,500,5000,0.37,235.0,10,Prashant Pimple,1.23,3.6,1.75,1.55,0.88,3,Baroda Bnp Paribas Mutual Fund,3,Debt,Short Duration Funds,4.2,5.7,6.7,1.9000000000000001,5.33,5.533333333333334,Affordable SIP,0.035242290748898675,0.39560439560439564,0.39170506912442393,0.4177339901477833,0.8571428571428572,0.09457994579945805,0.21542334317664716,0.2884723724084532,0.422066921242526,450.0
Canara Robeco Bluechip Equity Fund,1000,5000,0.48,8672.0,10,Shridatta Bhandwaldar,3.07,0.16,14.97,0.89,1.35,6,Canara Robeco Mutual Fund,5,Equity,Large Cap Mutual Funds,1.7,24.3,14.4,4.05,23.82,13.466666666666667,High SIP,0.3083700440528634,0.6776556776556777,0.5,0.3330049261083744,0.8146718146718147,0.11246612466124661,0.49301286085427054,0.24478940552952327,0.5375915088390903,92.0
Canara Robeco Conservative Hybrid Fund,1000,5000,0.57,1069.0,10,Avnish Jain,3.41,2.59,3.98,0.6,1.74,4,Canara Robeco Mutual Fund,5,Hybrid,Conservative Hybrid Mutual Funds,3.8,11.4,9.4,2.85,10.83,8.200000000000001,High SIP,0.11894273127753302,0.4945054945054945,0.5898617511520737,0.3928571428571429,0.7799227799227799,0.12032520325203255,0.3067241128915138,0.28384436701509874,0.47821934541998007,230.0
Canara Robeco Consumer Trends Fund,1000,5000,1.0,935.0,10,Shridatta Bhandwaldar,3.47,4.63,14.66,0.74,1.48,6,Canara Robeco Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,7.1,26.7,15.1,4.45,25.7,16.3,High SIP,0.34361233480176206,0.7032967032967034,0.5299539170506913,0.4431034482758621,0.6138996138996139,0.11653116531165308,0.5234545190492327,0.31247453509017853,0.5157186747682616,130.0
Canara Robeco Corporate Bond Fund,1000,5000,0.39,191.0,9,Avnish Jain,1.35,1.33,1.81,0.77,0.85,2,Canara Robeco Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.0,6.0,6.7,3.0,5.61,5.566666666666666,High SIP,0.039647577092511016,0.39560439560439564,0.38479262672811054,0.3618226600985222,0.8494208494208494,0.11571815718157186,0.21762598634845332,0.26338085893174207,0.41587126107997713,478.0
Canara Robeco Dynamic Bond Fund,1000,5000,0.66,116.0,10,Kunal Jain,0.64,0.74,2.17,1.02,0.47,3,Canara Robeco Mutual Fund,3,Debt,Dynamic Bond,4.7,5.3,6.6,1.7666666666666666,4.64,5.533333333333334,High SIP,0.029368575624082224,0.39194139194139194,0.29723502304147464,0.3472906403940887,0.7451737451737452,0.10894308943089437,0.2106549837827371,0.251951620008811,0.3677951774161477,595.0
Canara Robeco Emerging Equities – Direct Growth,1000,5000,0.6,15261.0,10,Shridatta Bhandwaldar,3.36,2.48,15.69,0.89,1.47,6,Canara Robeco Mutual Fund,3,Equity,Large & Mid Cap Funds,-0.2,27.0,12.6,4.5,26.4,13.133333333333333,High SIP,0.3480176211453744,0.6117216117216118,0.5276497695852534,0.39014778325123156,0.7683397683397684,0.11246612466124661,0.4798696164334931,0.2790751198152376,0.5314240105476756,101.0
Canara Robeco Equity Hybrid Fund,1000,5000,0.63,8235.0,10,Shridatta Bhandwaldar,3.25,1.49,11.27,0.78,1.4,6,Canara Robeco Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.8,20.1,12.2,3.35,19.470000000000002,11.366666666666667,High SIP,0.24669603524229072,0.5970695970695971,0.511520737327189,0.3657635467980296,0.7567567567567568,0.11544715447154474,0.4218828161559439,0.2656369898674356,0.5000920115971199,156.0
Canara Robeco Equity Tax Saver Fund,500,500,0.64,4685.0,10,Vishal Mishra,3.08,2.7,15.37,0.87,1.51,6,Canara Robeco Mutual Fund,5,Equity,Elss Mutual Funds,1.2,27.7,15.5,4.616666666666666,27.06,14.799999999999999,Affordable SIP,0.3582966226138032,0.717948717948718,0.5368663594470046,0.39556650246305425,0.752895752895753,0.11300813008130084,0.5381226702812606,0.28254315351035286,0.5532277512523963,66.0
Canara Robeco Flexi Cap Fund,1000,5000,0.55,8630.0,10,Shridatta Bhandwaldar,2.84,0.32,14.9,0.87,1.39,6,Canara Robeco Mutual Fund,4,Equity,Flexi Cap Funds,-0.9,24.8,13.8,4.133333333333334,24.25,12.566666666666668,High SIP,0.31571218795888395,0.6556776556776558,0.5092165898617511,0.33694581280788183,0.7876447876447876,0.11300813008130084,0.4856949218182699,0.24737073971724943,0.5301380945684425,107.0
Canara Robeco Gilt Fund,1000,5000,0.54,80.0,10,Kunal Jain,0.55,0.47,2.52,0.55,0.43,3,Canara Robeco Mutual Fund,3,Debt,Gilt Mutual Funds,4.3,5.1,7.0,1.7,4.56,5.466666666666666,High SIP,0.026431718061674006,0.4065934065934066,0.2880184331797235,0.34064039408867,0.7915057915057915,0.121680216802168,0.2165125623275403,0.2530563231740692,0.380043607919519,574.0
Canara Robeco Income Fund,1000,5000,0.75,125.0,10,Avnish Jain,0.69,0.87,2.74,1.32,0.45,3,Canara Robeco Mutual Fund,3,Debt,Medium To Long Duration Funds,3.9,5.8,7.0,1.9333333333333333,5.05,5.566666666666666,High SIP,0.036710719530102784,0.4065934065934066,0.2926267281105991,0.35049261083743843,0.7104247104247104,0.10081300813008132,0.2216520630617547,0.2506207697544956,0.36238546391617366,603.0
Canara Robeco Infrastructure – Direct Growth,1000,5000,1.32,247.0,10,Shridatta Bhandwaldar,3.99,10.9,16.53,0.59,1.8,6,Canara Robeco Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,13.7,34.9,12.2,5.816666666666666,33.58,20.266666666666666,High SIP,0.46402349486049915,0.5970695970695971,0.6036866359447005,0.5975369458128079,0.49034749034749037,0.12059620596205967,0.5305465459650481,0.4067606498725086,0.5165569156427082,128.0
Canara Robeco Liquid Fund,1000,5000,0.11,2548.0,10,Kunal Jain,3.04,1.07,0.39,0.66,0.47,2,Canara Robeco Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,4.1,5.1,2.05,3.9899999999999998,4.933333333333333,High SIP,0.011747430249632894,0.336996336996337,0.29723502304147464,0.3554187192118227,0.9575289575289575,0.11869918699186988,0.17437188362298495,0.2607309063238416,0.40768763338830455,502.0
Canara Robeco Savings Fund,1000,5000,0.31,1003.0,10,Kunal Jain,2.24,2.64,0.77,1.33,1.12,2,Canara Robeco Mutual Fund,2,Debt,Low Duration Funds,5.0,5.2,5.9,2.6,4.890000000000001,5.366666666666667,High SIP,0.02790014684287813,0.36630036630036633,0.44700460829493094,0.394088669950739,0.8803088803088803,0.1005420054200542,0.19710025657162222,0.2766700041384651,0.42981874498562495,413.0
Canara Robeco Short Duration Fund,1000,5000,0.47,520.0,10,Suman Prasad,1.68,3.98,1.59,1.95,0.87,2,Canara Robeco Mutual Fund,3,Debt,Short Duration Funds,4.1,5.9,6.5,2.95,5.430000000000001,5.5,High SIP,0.03817914831130691,0.3882783882783883,0.38940092165898615,0.42709359605911335,0.8185328185328186,0.08373983739837398,0.2132287682948476,0.2897520925948176,0.4112677101721635,494.0
